year,university,sector_desc,sector_cd,noncampus_murd,noncampus_neg_m,noncampus_rape,noncampus_fondl,noncampus_inces,noncampus_statr,noncampus_robbe,noncampus_agg_a,noncampus_burgla,noncampus_vehic,noncampus_arson,oncampus_murd,oncampus_neg_m,oncampus_rape,oncampus_fondl,oncampus_inces,oncampus_statr,oncampus_robbe,oncampus_agg_a,oncampus_burgla,oncampus_vehic,oncampus_arson,publicproperty_murd,publicproperty_neg_m,publicproperty_rape,publicproperty_fondl,publicproperty_inces,publicproperty_statr,publicproperty_robbe,publicproperty_agg_a,publicproperty_burgla,publicproperty_vehic,publicproperty_arson,reported_murd,reported_neg_m,reported_rape,reported_fondl,reported_inces,reported_statr,reported_robbe,reported_agg_a,reported_burgla,reported_vehic,reported_arson,residencehall_murd,residencehall_neg_m,residencehall_rape,residencehall_fondl,residencehall_inces,residencehall_statr,residencehall_robbe,residencehall_agg_a,residencehall_burgla,residencehall_vehic,residencehall_arson
2015,East Carolina University,"Public, 4-year or above",1,0,0,5,0,0,0,0,6,3,0,0,0,0,17,3,0,0,3,2,12,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,1,0,8,0,0
2015,Emory University,"Private nonprofit, 4-year or above",2,0,0,0,0,0,0,0,0,0,1,0,0,0,6,13,0,0,0,3,21,13,1,1,0,2,1,0,0,16,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,9,0,1
2015,Ferrum College,"Private nonprofit, 4-year or above",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0
2015,Florida Atlantic University,"Public, 4-year or above",1,0,0,0,0,0,0,0,0,1,6,0,0,0,5,0,0,0,0,1,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0
2015,Florida International University,"Public, 4-year or above",1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,4,4,20,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,2,1,8,0,0
2015,Florida State University,"Public, 4-year or above",1,0,0,4,0,0,0,0,0,8,11,1,0,0,24,0,0,0,3,6,25,41,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1,15,0,1
2015,Hampden-Sydney College,"Private nonprofit, 4-year or above",2,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,0,0,0,3,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,14,0,0
2015,Indiana University-Bloomington,"Public, 4-year or above",1,0,0,10,2,0,0,2,0,6,3,0,0,0,29,14,0,2,1,8,41,7,2,0,0,0,0,0,0,1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,12,0,2,0,5,21,0,0
2015,James Madison University,"Public, 4-year or above",1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,1,1,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,1,12,0,0
2015,Louisiana State University and Agricultural & Mechanical College,"Public, 4-year or above",1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,2,0,0,5,4,70,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,38,0,1
2015,Marshall University,"Public, 4-year or above",1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2015,Michigan State University,"Public, 4-year or above",1,0,0,3,1,0,0,0,2,11,4,2,0,0,15,5,0,0,3,14,83,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,1,8,68,0,1
2015,Monmouth University,"Private nonprofit, 4-year or above",2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0
2015,Murray State University,"Public, 4-year or above",1,0,0,0,0,0,0,0,1,2,0,0,0,0,9,3,0,0,0,1,12,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,10,0,2
2015,North Carolina Central University,"Public, 4-year or above",1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,6,4,19,3,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,12,0,3
2015,North Carolina State University at Raleigh,"Public, 4-year or above",1,0,0,0,1,0,0,0,1,4,0,0,0,0,9,5,0,0,0,9,19,9,3,0,0,0,0,0,0,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,2,10,0,0
2015,Ohio State University-Main Campus,"Public, 4-year or above",1,0,0,5,1,0,0,0,1,12,5,0,0,0,25,13,0,0,5,7,14,3,3,0,0,0,0,0,0,13,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,0,0,0,2,4,0,3
2015,Ohio University-Main Campus,"Public, 4-year or above",1,0,0,0,0,0,0,0,0,1,0,2,0,0,20,9,0,0,0,0,10,7,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0,0,0,0,2,0,1
2015,Prairie View A & M University,"Public, 4-year or above",1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,5,5,22,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,4,17,0,0
2015,Rollins College,"Private nonprofit, 4-year or above",2,0,0,1,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,11,0,0
2015,Rutgers University-New Brunswick,"Public, 4-year or above",1,0,0,5,0,0,0,0,2,1,0,0,0,0,26,14,0,1,8,3,15,1,1,0,0,0,1,0,0,14,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8,0,1,2,2,4,0,0
2015,San Diego State University,"Public, 4-year or above",1,0,0,3,0,0,0,0,0,3,2,0,0,0,9,13,0,1,5,7,28,22,0,0,0,0,1,0,0,0,5,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,4,14,0,0
2015,Southern Methodist University,"Private nonprofit, 4-year or above",2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0
2015,SUNY at Albany,"Public, 4-year or above",1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,4,2,9,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,2,2,0,0
2015,Syracuse University,"Private nonprofit, 4-year or above",2,0,0,2,2,0,0,0,0,2,2,0,0,0,8,6,0,0,1,0,35,3,2,0,0,1,0,0,0,5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,20,0,1
2015,Texas A & M University-College Station,"Public, 4-year or above",1,0,0,2,0,0,0,0,0,10,0,0,0,0,16,9,0,0,1,3,58,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,34,0,0
2015,Texas Christian University,"Private nonprofit, 4-year or above",2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,2,17,3,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,9,0,1
2015,Texas State University,"Public, 4-year or above",1,0,0,1,0,0,0,1,0,5,0,0,0,0,0,2,0,0,4,1,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0
2015,The University of Texas at Austin,"Public, 4-year or above",1,0,0,2,3,0,0,0,0,8,0,0,0,0,10,3,0,0,3,2,18,8,0,0,0,1,1,0,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,10,0,0
2015,Tufts University,"Private nonprofit, 4-year or above",2,0,0,0,1,0,0,0,0,0,0,0,0,0,18,7,0,0,0,4,11,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,0,3,4,0,0
2015,University at Buffalo,"Public, 4-year or above",1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5,0,0,1,5,38,1,2,0,0,1,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,25,0,2
2015,University of Arizona,"Public, 4-year or above",1,0,0,6,1,0,0,0,0,13,1,1,0,0,10,1,0,0,1,2,20,15,1,0,0,2,0,0,0,3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,5,0,1
2015,University of Arkansas,"Public, 4-year or above",1,0,0,0,0,0,0,0,0,0,3,0,0,0,7,2,0,0,0,0,14,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,0,0
2015,University of California-Berkeley,"Public, 4-year or above",1,0,0,13,6,0,0,2,3,15,6,1,0,0,16,31,0,0,11,8,43,10,4,0,0,2,1,0,0,28,6,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,1,10,0,0
2015,University of California-Irvine,"Public, 4-year or above",1,0,0,1,0,0,0,1,1,1,4,0,0,0,19,9,0,0,4,12,57,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,2,4,36,0,0
2015,University of California-Riverside,"Public, 4-year or above",1,0,0,0,0,0,0,1,1,1,7,0,0,0,8,2,0,0,4,1,28,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,1,16,0,0
2015,University of California-Santa Barbara,"Public, 4-year or above",1,0,0,3,1,0,0,0,2,7,0,1,0,0,14,2,0,0,2,7,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,4,6,0,0
2015,University of Central Florida,"Public, 4-year or above",1,0,0,2,0,0,0,1,3,8,1,0,0,0,11,7,0,1,6,9,30,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,16,0,0
2015,University of Delaware,"Public, 4-year or above",1,0,0,0,2,0,0,0,0,0,0,0,0,0,13,10,0,0,1,8,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,0,3,1,0,1
2015,University of Idaho,"Public, 4-year or above",1,0,0,3,0,0,0,0,1,1,0,0,0,0,1,4,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0
2015,University of Illinois at Urbana-Champaign,"Public, 4-year or above",1,0,0,7,1,0,0,2,1,14,1,1,0,0,8,0,0,0,3,4,6,4,2,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,2
2015,University of Iowa,"Public, 4-year or above",1,0,0,4,2,0,0,0,0,4,1,0,0,0,17,106,0,0,2,13,36,6,1,0,0,1,2,0,0,9,21,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,91,0,0,0,2,30,0,1
2015,University of Kansas,"Public, 4-year or above",1,0,0,2,0,0,0,0,0,8,3,0,0,0,13,6,0,0,3,9,30,9,1,0,0,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,13,0,1
2015,University of Kentucky,"Public, 4-year or above",1,0,0,0,2,0,0,2,0,6,3,0,0,0,19,17,0,0,1,17,16,32,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,3,0,0
2015,University of Louisiana at Lafayette,"Public, 4-year or above",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,4,20,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,10,0,0
2015,University of Michigan-Ann Arbor,"Public, 4-year or above",1,0,0,3,4,0,0,0,1,18,3,0,0,0,18,15,0,0,7,6,14,6,4,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,2,0,4,0,2
2015,University of Mississippi,"Public, 4-year or above",1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,3,0,0
2015,University of Missouri-Columbia,"Public, 4-year or above",1,0,0,11,3,0,0,1,0,10,6,1,0,0,12,9,0,0,2,3,5,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,3,0,0
2015,University of Nebraska-Lincoln,"Public, 4-year or above",1,0,0,0,1,0,0,0,0,1,0,0,0,0,10,3,0,0,3,1,24,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,12,0,0
2015,University of Nevada-Reno,"Public, 4-year or above",1,0,0,1,0,0,0,0,0,5,6,0,0,0,1,0,0,0,0,0,7,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2015,University of New Mexico-Main Campus,"Public, 4-year or above",1,0,0,1,1,0,0,0,0,0,2,0,0,0,12,17,0,0,5,14,49,87,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,5,25,0,0
2015,University of Pittsburgh-Pittsburgh Campus,"Public, 4-year or above",1,0,0,2,0,0,0,0,0,2,0,0,0,0,13,8,0,0,1,2,9,1,2,0,0,2,2,0,0,7,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,1,2,5,0,0
2015,University of South Carolina-Columbia,"Public, 4-year or above",1,0,0,0,0,0,0,0,0,1,0,0,1,0,5,3,0,0,1,1,13,41,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,9,0,0
2015,University of Southern California,"Private nonprofit, 4-year or above",2,0,0,5,10,0,0,4,1,19,8,0,0,0,5,13,0,4,0,4,10,4,1,0,0,0,7,0,0,6,2,0,1,0,0,0,1,2,0,0,3,2,1,12,0,0,0,5,2,0,2,0,0,6,0,0
2015,University of Vermont,"Public, 4-year or above",1,0,0,3,1,0,0,1,2,3,1,0,0,0,16,9,0,0,0,1,16,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,14,0,2
2015,University of Virginia-Main Campus,"Public, 4-year or above",1,0,0,0,0,0,0,0,0,1,1,0,0,0,7,8,0,0,2,3,16,2,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,1,0,0
2015,University of Wisconsin-Madison,"Public, 4-year or above",1,0,0,1,0,0,0,1,1,4,0,0,0,0,9,11,0,0,2,5,31,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,1,1,11,0,0
2015,Washington State University,"Public, 4-year or above",1,0,0,13,0,0,0,0,1,21,0,0,0,1,13,2,1,0,1,0,34,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,2,1,0,0,0,19,0,1
2015,West Virginia University,"Public, 4-year or above",1,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,2,7,15,2,2,0,0,1,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,7,0,0
2016,Albany State University,"Public, 4-year or above",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,0
2016,Arkansas State University-Main Campus,"Public, 4-year or above",1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,0
2016,Ball State University,"Public, 4-year or above",1,0,0,2,6,0,0,0,2,3,0,0,0,0,13,10,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,1,0,0
2016,California Polytechnic State University-San Luis Obispo,"Public, 4-year or above",1,0,0,2,2,0,0,0,0,4,0,0,0,0,7,3,0,1,1,1,12,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,0,1,3,0,0
2016,California State University-Chico,"Public, 4-year or above",1,0,0,4,1,0,0,0,0,4,1,0,0,0,6,2,0,0,1,2,5,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1,0,0,0
2016,Clemson University,"Public, 4-year or above",1,0,0,0,1,0,0,1,1,7,2,0,0,0,8,1,0,0,1,2,21,42,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0
2016,College of Charleston,"Public, 4-year or above",1,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
2016,Delaware State University,"Public, 4-year or above",1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,7,14,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,7,12,0,0
2016,DePauw University,"Private nonprofit, 4-year or above",2,0,0,8,4,0,0,0,0,13,0,0,0,0,4,3,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,0,1
2016,East Carolina University,"Public, 4-year or above",1,0,0,1,0,0,0,0,1,2,4,0,0,0,16,5,0,0,2,2,10,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,6,0,1
2016,Emory University,"Private nonprofit, 4-year or above",2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,4,6,31,4,0,1,0,0,0,0,0,7,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,10,0,0
2016,Ferrum College,"Private nonprofit, 4-year or above",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0
2016,Florida Atlantic University,"Public, 4-year or above",1,0,0,0,0,0,0,0,0,2,1,0,0,0,5,0,0,0,3,7,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,9,0,0
2016,Florida International University,"Public, 4-year or above",1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,7,2,30,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,2,8,0,0
2016,Florida State University,"Public, 4-year or above",1,0,0,2,1,0,0,0,0,11,6,0,0,0,16,1,0,0,5,4,34,22,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,27,0,1
2016,Hampden-Sydney College,"Private nonprofit, 4-year or above",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,2
2016,Indiana University-Bloomington,"Public, 4-year or above",1,0,0,6,0,0,0,0,2,13,3,0,0,0,15,9,0,0,2,1,44,10,3,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,1,27,0,2
2016,James Madison University,"Public, 4-year or above",1,0,0,2,1,0,0,0,0,2,0,0,0,0,4,4,0,0,1,0,20,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,8,0,1
2016,Louisiana State University and Agricultural & Mechanical College,"Public, 4-year or above",1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,6,47,19,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,17,0,1
2016,Marshall University,"Public, 4-year or above",1,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,4,0,9,1,1,0,0,0,0,0,0,7,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2016,Michigan State University,"Public, 4-year or above",1,0,0,68,3,0,0,1,4,2,6,3,0,0,17,6,0,0,9,12,73,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,4,3,48,0,0
2016,Monmouth University,"Private nonprofit, 4-year or above",2,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2016,Murray State University,"Public, 4-year or above",1,0,0,0,1,0,0,0,0,0,0,0,0,0,12,2,0,0,0,2,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,1,5,0,0
