unit_id,institution_name,year,graduation_rate_total_cohort_,total_number_of_undergraduates_financial_aid_cohort_,state_abbreviation,fips_state_code,sector_of_institution,level_of_institution,control_of_institution,degree_granting_status,postsecondary_and_title_iv_institution_indicator,institutional_category,institution_size_category,longitude,latitude,x91,total_students_all,total_black_all,total_asian_all,total_women_all,total_men_all,total_undergrad_men,total_undergrad_women,total_undergrad_black,total_undergrad_asian,total_undergrad_hispanic,total_undergrad_white_men,total_undergrad_white_women,total_white_all,ftime_total_undergrad,ftime_total_undergrad_men,ftime_total_undergrad_women,total_students_undergrad
204024,Miami University-Oxford,2017,79,17147,OH,39,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.732954,39.507757,NA,19700,658,442,10350,9350,8549,8598,539,372,770,5980,6253,14040,16619,8281,8338,17147
204024,Miami University-Oxford,2016,78,16981,OH,39,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.731821,39.509642,NA,19697,649,431,10490,9207,8381,8600,521,361,681,6083,6387,14444,16434,8100,8334,16981
204024,Miami University-Oxford,2015,80,16387,OH,39,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.731821,39.509642,NA,19076,594,407,10213,8863,8092,8295,483,344,628,6052,6372,14433,16023,7871,8152,16387
204024,Miami University-Oxford,2014,79,15813,OH,39,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.731821,39.509642,NA,18620,608,358,10003,8617,7798,8015,499,299,537,6038,6364,14546,15311,7522,7789,15813
204024,Miami University-Oxford,2013,81,15462,OH,39,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-84.731821,39.509642,NA,17901,662,313,9662,8239,7470,7992,565,275,509,6006,6479,14311,15001,7215,7786,15462
185572,Monmouth University,2019,73,NA,NJ,34,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",3,-74.006447,40.280066,NA,5953,348,188,3785,2168,1817,2633,229,119,615,1282,1824,4133,4301,1756,2545,4450
185572,Monmouth University,2018,69,4630,NJ,34,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",3,-74.006447,40.280066,NA,6167,331,201,3845,2322,1962,2668,219,137,631,1388,1876,4316,4448,1880,2568,4630
185572,Monmouth University,2017,70,4706,NJ,34,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",3,-74.006447,40.280066,NA,6340,356,209,3991,2349,1978,2728,228,141,630,1399,1946,4455,4502,1888,2614,4706
185572,Monmouth University,2016,70,4707,NJ,34,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",3,-74.006447,40.280066,NA,6371,374,238,3939,2432,2035,2672,252,163,574,1450,1924,4469,4490,1924,2566,4707
185572,Monmouth University,2015,67,4693,NJ,34,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",3,-74.006447,40.280066,NA,6394,344,223,4029,2365,1963,2730,233,150,522,1434,2040,4631,4450,1862,2588,4693
185572,Monmouth University,2014,67,4634,NJ,34,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",3,-74.006447,40.280066,NA,6395,351,215,4073,2322,1878,2756,218,129,469,1398,2119,4703,4370,1775,2595,4634
185572,Monmouth University,2013,61,4607,NJ,34,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",3,-74.006447,40.280066,NA,6316,334,203,4031,2285,1881,2726,208,116,430,1434,2109,4715,4304,1761,2543,4607
157401,Murray State University,2019,55,NA,KY,21,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",3,-88.323629,36.612419,NA,9556,551,72,5956,3600,3145,4994,460,59,184,2508,4052,7684,6190,2450,3740,8139
157401,Murray State University,2018,55,8142,KY,21,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",3,-88.323629,36.612419,NA,9454,554,79,5740,3714,3237,4819,461,61,176,2619,3968,7689,6236,2529,3707,8056
157401,Murray State University,2017,49,8636,KY,21,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-88.323629,36.612419,NA,10012,587,97,6019,3993,3439,5120,498,75,161,2778,4242,8134,6584,2731,3853,8559
157401,Murray State University,2016,49,8886,KY,21,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-88.323629,36.612419,NA,10486,669,106,6150,4336,3683,5194,565,88,168,2915,4294,8361,6980,2982,3998,8877
157401,Murray State University,2015,49,9268,KY,21,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-88.323493,36.61241,NA,10998,744,103,6491,4507,3815,5453,631,83,183,2980,4520,8685,7162,3038,4124,9268
157401,Murray State University,2014,52,9444,KY,21,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-88.323493,36.61241,NA,11207,776,99,6571,4636,3938,5506,664,81,173,3116,4604,8937,7370,3106,4264,9444
157401,Murray State University,2013,53,9172,KY,21,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",4,-88.323493,36.61241,NA,10943,740,97,6479,4464,3810,5362,620,84,163,3052,4455,8799,7153,3044,4109,9172
199193,North Carolina State University at Raleigh,2019,82,NA,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,36304,2258,2432,17290,19014,13633,12340,1515,1980,1612,9130,8192,22406,22820,11875,10945,25973
199193,North Carolina State University at Raleigh,2018,81,25199,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,35479,2055,2282,16562,18917,13461,11738,1386,1795,1406,9191,7711,21909,22317,11793,10524,25199
199193,North Carolina State University at Raleigh,2017,79,24150,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,34432,2038,1924,15741,18691,13191,10959,1407,1508,1221,9296,7404,21687,21384,11581,9803,24150
199193,North Carolina State University at Raleigh,2016,77,23827,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,33755,2075,1762,15194,18561,13060,10767,1441,1404,1125,9557,7490,22168,20951,11400,9551,23827
199193,North Carolina State University at Raleigh,2015,75,24111,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,34015,2164,1628,15246,18769,13295,10816,1528,1288,1124,9872,7656,22593,21023,11473,9550,24111
199193,North Carolina State University at Raleigh,2014,75,24473,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,33989,2212,1679,15044,18945,13712,10761,1616,1351,1095,10333,7629,22910,21402,11885,9517,24473
199193,North Carolina State University at Raleigh,2013,74,24536,NC,37,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-78.674517,35.785111,NA,34009,2314,1644,15096,18913,13761,10775,1720,1315,1026,10517,7727,23586,21469,11953,9516,24536
147767,Northwestern University,2019,94,NA,IL,17,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-87.679858,42.050356,NA,22448,1192,3244,11339,11109,4214,4468,501,1566,1074,1891,1942,9633,8284,4050,4234,8682
147767,Northwestern University,2018,95,8642,IL,17,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-87.679858,42.050356,NA,22127,1170,3112,11019,11108,4192,4450,512,1487,1066,1959,1959,9673,8161,4014,4147,8642
147767,Northwestern University,2017,94,8700,IL,17,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-87.679858,42.050356,NA,22008,1121,3018,10751,11257,4284,4416,516,1467,1072,2077,1996,9726,8205,4065,4140,8700
147767,Northwestern University,2016,94,8791,IL,17,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-87.679858,42.050356,NA,21823,1090,2939,10487,11336,4352,4439,514,1493,1074,2185,2050,9838,8298,4146,4152,8791
147767,Northwestern University,2015,93,8839,IL,17,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-87.673653,42.058377,NA,21655,1073,2892,10223,11432,4415,4424,523,1519,999,2293,2136,10070,8247,4139,4108,8839
147767,Northwestern University,2014,93,9048,IL,17,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-87.673653,42.058377,NA,21554,1058,2865,10109,11445,4456,4592,523,1512,961,2392,2339,10394,8398,4159,4239,9048
147767,Northwestern University,2013,94,9283,IL,17,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-87.673653,42.058377,NA,21592,1030,2856,10103,11489,4518,4765,529,1548,884,2486,2489,10786,8489,4166,4323,9283
204796,Ohio State University-Main Campus,2019,86,NA,OH,39,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-83.014853,39.999324,NA,61391,3953,4409,31110,30281,23982,22836,3138,3598,2234,15864,14789,38996,42776,21877,20899,46818
204796,Ohio State University-Main Campus,2018,84,46820,OH,39,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-83.014853,39.999324,NA,61170,3713,4161,30775,30395,24041,22779,2950,3340,2040,16177,14998,39360,42831,21958,20873,46820
204796,Ohio State University-Main Campus,2017,83,45946,OH,39,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-83.014853,39.999324,NA,59837,3401,3885,29694,30143,23836,22110,2663,3119,1903,16414,15009,39653,42003,21719,20284,45946
204796,Ohio State University-Main Campus,2016,84,45831,OH,39,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-83.009001,39.998389,NA,59482,3168,3718,29505,29977,23768,22063,2537,2968,1766,16642,15117,39901,41862,21651,20211,45831
204796,Ohio State University-Main Campus,2015,83,45289,OH,39,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-83.009001,39.998389,NA,58663,3139,3533,28892,29771,23636,21653,2538,2771,1705,16882,15079,39893,41117,21421,19696,45289
204796,Ohio State University-Main Campus,2014,83,44741,OH,39,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-83.009001,39.998389,NA,58322,3108,3339,28658,29664,23470,21271,2544,2558,1551,17085,14976,40283,40613,21205,19408,44741
204796,Ohio State University-Main Campus,2013,83,44201,OH,39,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-83.009001,39.998389,NA,57466,3242,3192,28045,29421,23282,20919,2688,2432,1487,17133,14699,39874,40020,20989,19031,44201
204857,Ohio University-Main Campus,2019,65,NA,OH,39,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.100985,39.326798,NA,27367,1603,534,16120,11247,8311,12678,1162,302,728,6810,10388,21504,16209,7261,8948,20989
204857,Ohio University-Main Campus,2018,64,22309,OH,39,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.100985,39.326798,NA,28480,1654,507,16618,11862,8833,13476,1251,293,725,7273,11120,22551,17046,7768,9278,22309
204857,Ohio University-Main Campus,2017,64,23167,OH,39,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.100985,39.326798,NA,29369,1706,470,16970,12399,9320,13847,1292,262,686,7746,11468,23335,17695,8279,9416,23167
204857,Ohio University-Main Campus,2016,64,23585,OH,39,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.100985,39.326798,NA,29509,1638,438,17072,12437,9421,14164,1257,249,669,7816,11807,23566,17866,8335,9531,23585
204857,Ohio University-Main Campus,2015,67,23513,OH,39,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.101064,39.326799,NA,29012,1497,371,16672,12340,9491,13877,1159,209,640,7748,11623,23137,17717,8447,9270,23368
204857,Ohio University-Main Campus,2014,67,23571,OH,39,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.101064,39.326799,NA,29217,1488,355,16965,12252,9472,14099,1146,203,599,7736,11834,23337,17019,8170,8849,23571
204857,Ohio University-Main Campus,2013,67,23504,OH,39,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-82.101064,39.326799,NA,28786,1392,357,16899,11887,9464,14040,1104,219,563,7709,11841,23140,16756,8127,8629,23504
214777,Pennsylvania State University-Main Campus,2019,71,NA,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.862848,40.7965,NA,91427,4948,5675,42305,49122,41089,35010,4289,4873,5825,26903,22536,58001,66409,36025,30384,76099
214777,Pennsylvania State University-Main Campus,2018,85,76646,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.862848,40.7965,NA,46810,1918,2671,21825,24985,21482,18881,1729,2457,2687,13997,12444,29223,39321,20817,18504,40363
214777,Pennsylvania State University-Main Campus,2017,85,40835,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.862848,40.7965,NA,47119,1974,2719,21907,25212,21761,19074,1779,2520,2676,14361,12578,29592,39785,21125,18660,40835
214777,Pennsylvania State University-Main Campus,2016,86,41359,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.861644,40.800731999999996,NA,47789,1912,2829,22127,25662,22145,19214,1722,2636,2499,14854,12929,30540,40139,21373,18766,41359
214777,Pennsylvania State University-Main Campus,2015,86,40742,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.861644,40.800731999999996,NA,47307,1895,2732,21819,25488,21899,18843,1699,2511,2412,15105,12778,30816,39520,21138,18382,40742
214777,Pennsylvania State University-Main Campus,2014,86,40541,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.861644,40.800731999999996,NA,47040,1823,2624,21699,25341,21778,18763,1620,2423,2224,15450,13049,31453,39357,21078,18279,40541
214777,Pennsylvania State University-Main Campus,2013,85,40085,PA,42,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-77.861644,40.800731999999996,NA,46615,1928,2406,21525,25090,21527,18558,1708,2196,2183,15584,13250,31888,38826,20795,18031,40085
136950,Rollins College,2019,74,NA,FL,12,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",2,-81.349239,28.592787,NA,3127,153,108,1876,1251,1034,1564,124,86,527,582,829,1710,2482,979,1503,2598
136950,Rollins College,2018,74,2571,FL,12,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",2,-81.349239,28.592787,NA,3127,170,106,1877,1250,1031,1540,128,85,517,589,819,1719,2433,975,1458,2571
136950,Rollins College,2017,75,2612,FL,12,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",2,-81.349239,28.592787,NA,3278,180,109,1948,1330,1049,1563,127,88,498,593,860,1804,2453,972,1481,2612
136950,Rollins College,2016,72,2642,FL,12,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",2,-81.348716,28.591992,NA,3240,171,102,1907,1333,1076,1566,132,83,457,640,908,1847,2450,990,1460,2642
136950,Rollins College,2015,71,2687,FL,12,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",2,-81.348716,28.591992,NA,3260,189,102,1906,1354,1105,1582,144,78,436,673,964,1967,2480,1021,1459,2687
136950,Rollins College,2014,71,2670,FL,12,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",2,-81.348716,28.591992,NA,3207,197,95,1880,1327,1093,1577,163,68,417,684,981,2026,2452,997,1455,2670
136950,Rollins College,2013,67,2608,FL,12,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",2,-81.348716,28.591992,NA,3153,196,91,1865,1288,1052,1556,163,66,417,674,969,2033,2366,960,1406,2608
186380,Rutgers University-New Brunswick,2019,84,NA,NJ,34,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-74.446251,40.498769,NA,50173,3650,12509,26807,23366,18098,18060,2298,10392,4647,6761,6266,18812,34285,17214,17071,36158
186380,Rutgers University-New Brunswick,2018,80,36039,NJ,34,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-74.446251,40.498769,NA,50254,3838,12024,26887,23367,17862,18177,2497,9890,4722,6987,6542,19556,34052,16947,17105,36039
186380,Rutgers University-New Brunswick,2017,80,35641,NJ,34,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-74.446251,40.498769,NA,49577,3876,11555,26459,23118,17728,17913,2562,9449,4669,7173,6661,19723,33677,16862,16815,35641
186380,Rutgers University-New Brunswick,2016,80,36168,NJ,34,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-74.446251,40.498769,NA,50146,4029,11365,26731,23415,17926,18242,2717,9289,4740,7557,6909,20329,34020,17016,17004,36168
186380,Rutgers University-New Brunswick,2015,80,35484,NJ,34,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-74.45051,40.503796,NA,49428,3931,11108,26388,23040,17580,17904,2645,9071,4558,7761,6964,20629,33392,16700,16692,35484
186380,Rutgers University-New Brunswick,2014,81,36016,NJ,34,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-74.45051,40.503796,NA,48378,3874,10850,25878,22500,17144,17400,2577,8853,4291,7828,7082,20916,32411,16238,16173,34544
186380,Rutgers University-New Brunswick,2013,80,34983,NJ,34,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-74.45051,40.503796,NA,48036,3891,10595,25769,22267,16856,17045,2595,8587,4138,8075,7187,21530,31759,15975,15784,33901
122409,San Diego State University,2019,73,NA,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,35544,1394,4462,19926,15618,13845,17003,1243,4030,9793,4649,5750,12158,27638,12234,15404,30848
122409,San Diego State University,2018,74,30586,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,35303,1361,4515,19629,15674,13862,16724,1200,4061,9519,4612,5536,11927,27453,12313,15140,30586
122409,San Diego State University,2017,74,30272,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,35135,1342,4471,19395,15740,13845,16404,1194,4015,9307,4598,5479,11937,27040,12325,14715,30249
122409,San Diego State University,2016,73,29860,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34688,1356,4437,19143,15545,13649,16211,1200,4032,9248,4583,5314,11709,26790,12180,14610,29860
122409,San Diego State University,2015,68,29253,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,34254,1267,4433,18953,15301,13331,15922,1115,3991,9021,4483,5333,11669,26010,11867,14143,29253
122409,San Diego State University,2014,66,28394,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,33483,1162,4183,18661,14822,12798,15596,1015,3715,8708,4390,5377,11723,25096,11272,13824,28394
122409,San Diego State University,2013,66,27099,CA,6,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-117.071228,32.77525,NA,31899,1191,4214,17739,14160,12246,14853,1029,3748,7901,4445,5498,12007,24037,10764,13273,27099
196413,Syracuse University,2019,83,NA,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136975,43.040176,NA,22850,1590,1311,11842,11008,7119,8156,980,970,1441,4022,4561,12003,14727,6827,7900,15275
196413,Syracuse University,2018,83,15226,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136975,43.040176,NA,22803,1575,1400,11900,10903,7008,8218,987,1043,1393,4049,4613,12131,14655,6727,7928,15226
196413,Syracuse University,2017,83,15252,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136975,43.040176,NA,22484,1640,1332,11807,10677,7026,8226,1099,1037,1441,4079,4630,12042,14675,6749,7926,15252
196413,Syracuse University,2016,82,15218,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136975,43.040176,NA,21970,1626,1341,11630,10340,6945,8273,1170,1101,1509,4025,4571,11708,14607,6635,7972,15218
196413,Syracuse University,2015,81,15196,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136633,43.040005,NA,21789,1620,1370,11603,10186,6873,8323,1233,1157,1569,3889,4524,11360,14566,6566,8000,15196
196413,Syracuse University,2014,80,15224,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136738,43.040525,NA,21492,1656,1354,11592,9900,6820,8404,1342,1159,1609,3904,4557,11258,14532,6487,8045,15224
196413,Syracuse University,2013,81,15097,NY,36,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",5,-76.136738,43.040525,NA,21267,1635,1416,11478,9789,6755,8342,1328,1204,1606,3886,4486,11366,14422,6448,7974,15097
228459,Texas State University,2019,54,NA,TX,48,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-97.943029,29.888885,NA,38187,3487,1011,22506,15681,14193,19724,3188,861,13515,6527,8205,16927,27923,11430,16493,33917
228459,Texas State University,2018,55,34187,TX,48,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-97.943029,29.888885,NA,38644,3701,981,22599,16045,14466,19721,3374,836,13151,6682,8504,17508,28042,11625,16417,34187
228459,Texas State University,2017,54,34180,TX,48,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-97.943029,29.888885,NA,38666,3679,903,22556,16110,14540,19640,3333,757,12755,6876,8841,18090,28019,11701,16318,34180
228459,Texas State University,2016,54,34244,TX,48,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-97.936392,29.889202,NA,38808,3597,897,22485,16323,14676,19568,3269,771,12304,7155,9086,18662,28180,11896,16284,34244
228459,Texas State University,2015,53,33480,TX,48,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-97.936392,29.889202,NA,37979,3299,893,21860,16119,14394,19086,3018,747,11586,7282,9142,18889,27369,11519,15850,33480
228459,Texas State University,2014,55,32177,TX,48,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-97.936392,29.889202,NA,36739,2931,819,20852,15887,14157,18020,2661,680,10647,7449,8974,18983,26234,11340,14894,32177
228459,Texas State University,2013,57,31005,TX,48,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-97.936392,29.889202,NA,35546,2456,699,20068,15478,13758,17247,2199,572,9748,7568,9097,19293,25683,11207,14476,31005
228769,The University of Texas at Arlington,2019,51,NA,TX,48,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-97.11296,32.729718,NA,48635,6690,5218,30570,18065,13434,21386,5006,4258,10399,4179,7147,16412,19441,9048,10393,34820
228769,The University of Texas at Arlington,2018,49,34472,TX,48,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-97.11296,32.729718,NA,47899,6771,4893,30003,17896,13288,21184,5015,4006,9880,4394,7629,16972,19326,8935,10391,34472
228769,The University of Texas at Arlington,2017,50,33307,TX,48,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-97.11296,32.729718,NA,46497,6598,4607,28771,17726,12989,20318,4924,3783,9138,4477,7618,16864,17819,8559,9260,33307
228769,The University of Texas at Arlington,2016,48,32775,TX,48,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-97.115087,32.728437,NA,45282,6294,4406,27779,17503,12587,20188,4780,3691,8580,4536,8072,16906,16679,8047,8632,32775
228769,The University of Texas at Arlington,2015,46,30633,TX,48,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-97.115087,32.728437,NA,41988,5746,4071,24958,17030,12162,18471,4427,3508,7594,4637,7592,16161,16416,8000,8416,30633
228769,The University of Texas at Arlington,2014,42,29883,TX,48,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-97.115087,32.728437,NA,39740,5602,3704,23733,16007,11869,18014,4412,3205,7116,4761,7622,16153,15957,7650,8307,29883
228769,The University of Texas at Arlington,2013,40,25690,TX,48,1,4-year,Public,1,1,"Degree-granting, primarily baccalaureate or above",5,-97.115087,32.728437,NA,33329,4664,3466,18642,14687,11309,14381,3763,3024,6536,4676,5541,13328,15938,7634,8304,25690
168148,Tufts University,2019,94,NA,MA,25,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-71.118293,42.40855,NA,11878,555,1670,6632,5246,2774,3133,254,845,433,1520,1598,6174,5742,2686,3056,5907
168148,Tufts University,2018,93,5643,MA,25,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-71.118293,42.40855,NA,11586,506,1542,6475,5111,2697,2946,240,736,389,1559,1543,6214,5508,2627,2881,5643
168148,Tufts University,2017,93,5541,MA,25,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-71.120316,42.408465,NA,11449,467,1474,6347,5102,2718,2823,223,655,378,1595,1528,6230,5483,2694,2789,5541
168148,Tufts University,2016,92,5508,MA,25,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-71.120316,42.408465,NA,11489,453,1447,6363,5126,2734,2774,231,652,365,1617,1473,6212,5435,2701,2734,5508
168148,Tufts University,2015,93,5290,MA,25,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-71.121689,42.406994,NA,11137,385,1377,6135,5002,2635,2655,202,593,331,1622,1434,6158,5215,2603,2612,5290
168148,Tufts University,2014,92,5177,MA,25,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-71.120641,42.406004,NA,10907,368,1353,5941,4966,2559,2618,208,567,346,1561,1396,5913,5127,2532,2595,5177
168148,Tufts University,2013,92,5180,MA,25,2,4-year,Private not-for-profit,1,1,"Degree-granting, primarily baccalaureate or above",4,-71.120641,42.406004,NA,10872,345,1327,5927,4945,2556,2624,204,562,331,1523,1388,5955,5138,2537,2601,5180
