date_reported,time_reported,incident,case_number,university,date_occurred,location,time_occurred
10/14/2014,11:44:17,Threats,2014-000147241740,Ball State University,NA,NA,NA
10/14/2014,13:11:39,Criminal Mischief,2014-00014726921,Ball State University,NA,NA,NA
10/14/2014,16:36:49,Theft,2014-000147351510,Ball State University,NA,NA,NA
10/14/2014,18:50:03,Theft,2014-000147472200,Ball State University,NA,NA,NA
10/15/2014,21:35:46,Assault,2014-000148321401,Ball State University,NA,NA,NA
10/16/2014,11:34:24,Theft,2014-00014870710,Ball State University,NA,NA,NA
10/16/2014,15:43:04,Theft,2014-000148772116,Ball State University,NA,NA,NA
10/18/2014,00:45:42,Motor Vehicle Theft,2014-000149511124,Ball State University,NA,NA,NA
10/19/2014,02:44:08,Intoxicated Person,2014-00014982409,Ball State University,NA,NA,NA
10/19/2014,05:31:34,Intoxicated Person,2014-000149861515,Ball State University,NA,NA,NA
10/19/2014,12:36:00,Theft,2014-000149942001,Ball State University,NA,NA,NA
10/19/2014,14:28:05,Other Criminal Offenses,2014-00014997830,Ball State University,NA,NA,NA
10/22/2014,02:14:04,Intoxicated Driver,2014-00015112,Ball State University,NA,NA,NA
10/22/2014,02:14:04,Intoxicated Driver,2014-00015112,Ball State University,NA,NA,NA
10/22/2014,02:14:04,Intoxicated Driver,2014-00015112,Ball State University,NA,NA,NA
10/22/2014,07:57:00,Theft,2014-00015131616,Ball State University,NA,NA,NA
10/22/2014,16:30:34,Sex Offense,2014-00015143201,Ball State University,NA,NA,NA
10/22/2014,22:59:00,Drug Investigation,2014-000151651401,Ball State University,NA,NA,NA
10/23/2014,11:14:11,Criminal Mischief,2014-000151942200,Ball State University,NA,NA,NA
10/23/2014,17:59:45,Burglary,2014-000152141220,Ball State University,NA,NA,NA
10/24/2014,00:49:16,Fight,2014-00015232,Ball State University,NA,NA,NA
10/24/2014,00:49:16,Fight,2014-00015232,Ball State University,NA,NA,NA
10/24/2014,17:03:17,Theft,2014-000152693051,Ball State University,NA,NA,NA
10/25/2014,04:23:26,Sex Offense,2014-000153102413,Ball State University,NA,NA,NA
10/25/2014,04:59:46,Theft,2014-000153111708,Ball State University,NA,NA,NA
10/25/2014,22:12:19,Resisting Law Enforcement,2014-000153491400,Ball State University,NA,NA,NA
10/25/2014,22:12:19,Resisting Law Enforcement,2014-000153491400,Ball State University,NA,NA,NA
10/25/2014,22:12:19,Resisting Law Enforcement,2014-000153491400,Ball State University,NA,NA,NA
10/26/2014,00:32:30,Intoxicated Person,2014-00015354,Ball State University,NA,NA,NA
10/26/2014,00:32:30,Intoxicated Person,2014-00015354,Ball State University,NA,NA,NA
10/26/2014,03:43:19,Assault,2014-000153731600,Ball State University,NA,NA,NA
10/26/2014,05:38:13,Theft,2014-000153781123,Ball State University,NA,NA,NA
10/26/2014,10:25:13,Theft,2014-000153832117,Ball State University,NA,NA,NA
10/27/2014,09:11:04,Theft,2014-000154201501,Ball State University,NA,NA,NA
10/27/2014,11:31:22,Theft,2014-000154241212,Ball State University,NA,NA,NA
10/27/2014,16:25:30,Intimidation,2014-00015438801,Ball State University,NA,NA,NA
10/27/2014,16:25:30,Intimidation,2014-00015438801,Ball State University,NA,NA,NA
10/27/2014,16:25:30,Intimidation,2014-00015438801,Ball State University,NA,NA,NA
10/28/2014,16:09:30,Theft,2014-000154801623,Ball State University,NA,NA,NA
10/28/2014,16:11:19,Criminal Mischief,2014-000154811623,Ball State University,NA,NA,NA
10/28/2014,21:19:44,Theft,2014-000155061601,Ball State University,NA,NA,NA
10/29/2014,12:18:40,Theft,2014-000155381515,Ball State University,NA,NA,NA
10/29/2014,12:56:45,Theft,2014-000155412111,Ball State University,NA,NA,NA
10/29/2014,16:43:12,Theft,2014-00015549910,Ball State University,NA,NA,NA
10/30/2014,10:51:37,Theft,2014-000155972104,Ball State University,NA,NA,NA
10/30/2014,20:39:51,Burglary,2014-000156331515,Ball State University,NA,NA,NA
10/31/2014,01:41:17,Resisting Law Enforcement,2014-000156492400,Ball State University,NA,NA,NA
10/31/2014,01:41:17,Resisting Law Enforcement,2014-000156492400,Ball State University,NA,NA,NA
10/31/2014,01:41:17,Resisting Law Enforcement,2014-000156492400,Ball State University,NA,NA,NA
11/01/2014,01:03:14,Intoxicated Person,2014-000157291550,Ball State University,NA,NA,NA
11/01/2014,04:07:32,Suspicious Activity,2014-000157492201,Ball State University,NA,NA,NA
11/01/2014,04:07:32,Suspicious Activity,2014-000157492201,Ball State University,NA,NA,NA
11/01/2014,11:41:14,Theft,2014-00015766917,Ball State University,NA,NA,NA
11/01/2014,13:26:58,Criminal Mischief,2014-00015771909,Ball State University,NA,NA,NA
11/01/2014,13:52:35,Criminal Mischief,2014-000157721309,Ball State University,NA,NA,NA
11/02/2014,00:19:20,Intoxicated Person,2014-00015802818,Ball State University,NA,NA,NA
11/02/2014,00:19:20,Intoxicated Person,2014-00015802818,Ball State University,NA,NA,NA
11/02/2014,00:23:52,Intoxicated Person,2014-000158041500,Ball State University,NA,NA,NA
11/02/2014,01:12:00,Theft,2014-000158101601,Ball State University,NA,NA,NA
11/02/2014,01:48:00,Intoxicated Person,2014-000158121550,Ball State University,NA,NA,NA
11/02/2014,02:16:09,Fight,2014-000158171610,Ball State University,NA,NA,NA
11/02/2014,02:23:28,Intoxicated Person,2014-000158181601,Ball State University,NA,NA,NA
11/02/2014,03:34:06,Assault,2014-000158221129,Ball State University,NA,NA,NA
11/02/2014,14:08:23,Criminal Mischief,2014-00015831821,Ball State University,NA,NA,NA
11/02/2014,22:46:30,Criminal Mischief,2014-00015862220,Ball State University,NA,NA,NA
11/03/2014,21:32:44,Fraud,2014-000159271515,Ball State University,NA,NA,NA
11/04/2014,09:45:25,Theft,2014-000159481009,Ball State University,NA,NA,NA
11/05/2014,00:56:00,Theft,2014-00015987,Ball State University,NA,NA,NA
11/05/2014,00:56:00,Theft,2014-00015987,Ball State University,NA,NA,NA
11/05/2014,17:05:57,Theft,2014-000160121700,Ball State University,NA,NA,NA
11/05/2014,20:48:00,Drug Investigation,2014-000160163000,Ball State University,NA,NA,NA
11/06/2014,03:16:36,Intoxicated Person,2014-00016028409,Ball State University,NA,NA,NA
11/06/2014,03:16:36,Intoxicated Person,2014-00016028409,Ball State University,NA,NA,NA
11/06/2014,03:29:44,Intoxicated Person,2014-00016029,Ball State University,NA,NA,NA
11/06/2014,16:48:05,Harassment,2014-000160591308,Ball State University,NA,NA,NA
11/07/2014,00:55:21,Intoxicated Person,2014-00016084,Ball State University,NA,NA,NA
11/07/2014,01:53:43,Criminal Mischief,2014-00016087,Ball State University,NA,NA,NA
11/07/2014,01:53:43,Criminal Mischief,2014-00016087,Ball State University,NA,NA,NA
11/07/2014,01:53:43,Criminal Mischief,2014-00016087,Ball State University,NA,NA,NA
11/07/2014,10:29:08,Theft,2014-00016107801,Ball State University,NA,NA,NA
11/07/2014,22:24:45,TheftUnfounded,2014-000161602001,Ball State University,NA,NA,NA
11/08/2014,03:36:26,Drug Investigation,2014-000161881401,Ball State University,NA,NA,NA
11/08/2014,10:14:04,Criminal Mischief,2014-00016196901,Ball State University,NA,NA,NA
11/08/2014,14:04:10,Burglary,2014-00016202901,Ball State University,NA,NA,NA
11/08/2014,17:47:15,Burglary,2014-000162091901,Ball State University,NA,NA,NA
11/09/2014,02:42:48,Suspicious Activity,2014-00016252,Ball State University,NA,NA,NA
11/09/2014,13:09:56,Burglary,2014-000162771304,Ball State University,NA,NA,NA
11/09/2014,20:47:46,Threats,2014-000163001924,Ball State University,NA,NA,NA
11/10/2014,09:05:58,Criminal Mischief,2014-00016325321,Ball State University,NA,NA,NA
11/10/2014,11:00:40,Theft,2014-000163291100,Ball State University,NA,NA,NA
11/10/2014,16:43:10,Threats,2014-000163411115,Ball State University,NA,NA,NA
11/10/2014,21:59:46,Theft,2014-000163603015,Ball State University,NA,NA,NA
11/12/2014,08:36:55,Theft,2014-000164292450,Ball State University,NA,NA,NA
11/12/2014,10:19:56,Harassment,2014-000164341515,Ball State University,NA,NA,NA
11/12/2014,13:10:29,Theft,2014-000164371606,Ball State University,NA,NA,NA
11/12/2014,19:48:22,Burglary,2014-000164541301,Ball State University,NA,NA,NA
11/14/2014,16:57:33,Theft,2014-000165701651,Ball State University,NA,NA,NA
11/15/2014,01:09:57,Assault,2014-000166181101,Ball State University,NA,NA,NA
11/15/2014,02:13:14,Intoxicated Person,2014-000166271601,Ball State University,NA,NA,NA
11/15/2014,11:48:00,Drug Investigation,2014-000166451550,Ball State University,NA,NA,NA
11/15/2014,12:00:00,Assault,2014-000166461201,Ball State University,NA,NA,NA
11/15/2014,14:14:25,Sex Offense,2014-00016650808,Ball State University,NA,NA,NA
11/15/2014,16:21:03,Theft,2014-000166542104,Ball State University,NA,NA,NA
11/16/2014,00:01:10,Intoxicated Person,2014-000166831604,Ball State University,NA,NA,NA
11/16/2014,01:15:45,Theft,2014-000166931601,Ball State University,NA,NA,NA
11/16/2014,01:16:15,Noise Complaint,2014-000166941115,Ball State University,NA,NA,NA
11/16/2014,01:16:15,Noise Complaint,2014-000166941115,Ball State University,NA,NA,NA
11/16/2014,02:06:08,Intoxicated Person,2014-00016698816,Ball State University,NA,NA,NA
11/16/2014,02:06:08,Intoxicated Person,2014-00016698816,Ball State University,NA,NA,NA
11/16/2014,02:06:08,Intoxicated Person,2014-00016698816,Ball State University,NA,NA,NA
11/16/2014,02:54:20,Criminal Mischief,2014-00016706101,Ball State University,NA,NA,NA
11/16/2014,02:54:20,Criminal Mischief,2014-00016706101,Ball State University,NA,NA,NA
11/16/2014,02:54:20,Criminal Mischief,2014-00016706101,Ball State University,NA,NA,NA
11/16/2014,12:25:00,Criminal Mischief,2014-000167181101,Ball State University,NA,NA,NA
11/18/2014,13:24:47,Theft,2014-000168331100,Ball State University,NA,NA,NA
11/19/2014,16:37:01,Theft,2014-000169041200,Ball State University,NA,NA,NA
11/21/2014,03:39:18,Intoxicated Person,2014-000169891200,Ball State University,NA,NA,NA
11/21/2014,03:39:18,Intoxicated Person,2014-000169891200,Ball State University,NA,NA,NA
11/21/2014,03:39:18,Intoxicated Person,2014-000169891200,Ball State University,NA,NA,NA
11/22/2014,02:20:51,Intoxicated Person,2014-00017056,Ball State University,NA,NA,NA
11/22/2014,02:27:15,Assault,2014-00017057,Ball State University,NA,NA,NA
11/22/2014,12:28:06,Criminal Mischief,2014-000170761405,Ball State University,NA,NA,NA
11/23/2014,01:28:40,Intoxicated Person,2014-00017108823,Ball State University,NA,NA,NA
11/23/2014,18:11:54,Theft,2014-000171501018,Ball State University,NA,NA,NA
11/24/2014,09:09:25,Fight,2014-00017178801,Ball State University,NA,NA,NA
11/24/2014,10:14:41,Counterfeit,2014-000171841706,Ball State University,NA,NA,NA
11/24/2014,10:55:10,Suspicious Activity,2014-000171861100,Ball State University,NA,NA,NA
11/24/2014,10:55:10,Suspicious Activity,2014-000171861100,Ball State University,NA,NA,NA
11/24/2014,10:55:10,Suspicious Activity,2014-000171861100,Ball State University,NA,NA,NA
11/24/2014,10:55:10,Suspicious Activity,2014-000171861100,Ball State University,NA,NA,NA
11/24/2014,10:38:03,Criminal Mischief,2014-000171871308,Ball State University,NA,NA,NA
11/24/2014,11:32:25,Theft,2014-000171901100,Ball State University,NA,NA,NA
11/24/2014,17:40:53,Assault,2014-000172062111,Ball State University,NA,NA,NA
11/26/2014,09:53:05,Burglary,2014-00017302118,Ball State University,NA,NA,NA
11/30/2014,11:03:48,Theft,2014-00017433830,Ball State University,NA,NA,NA
11/30/2014,14:48:08,Assault,2014-00017436323,Ball State University,NA,NA,NA
12/01/2014,08:55:22,Theft,2014-00017464801,Ball State University,NA,NA,NA
12/01/2014,08:55:22,Theft,2014-00017464801,Ball State University,NA,NA,NA
12/01/2014,10:33:20,Threats,2014-000174702111,Ball State University,NA,NA,NA
12/02/2014,13:53:33,Stalking,2014-000175161100,Ball State University,NA,NA,NA
12/02/2014,14:12:59,Theft,2014-000175171700,Ball State University,NA,NA,NA
12/02/2014,16:56:55,Dating Violence,2014-000175241600,Ball State University,NA,NA,NA
12/03/2014,19:41:36,Intimidation,2014-00017576200,Ball State University,NA,NA,NA
12/04/2014,11:52:28,Theft,2014-00017603830,Ball State University,NA,NA,NA
12/04/2014,17:17:20,Drug Investigation,2014-000176211400,Ball State University,NA,NA,NA
12/04/2014,22:09:37,Assault,2014-000176282001,Ball State University,NA,NA,NA
12/05/2014,01:30:12,Criminal Mischief,2014-00017635615,Ball State University,NA,NA,NA
12/05/2014,12:52:00,Disorderly Conduct,2014-00017658801,Ball State University,NA,NA,NA
12/05/2014,12:52:00,Disorderly Conduct,2014-00017658801,Ball State University,NA,NA,NA
12/05/2014,12:52:00,Disorderly Conduct,2014-00017658801,Ball State University,NA,NA,NA
12/05/2014,13:38:12,Theft,2014-000176591550,Ball State University,NA,NA,NA
12/05/2014,22:13:46,Burglary,2014-000176693752,Ball State University,NA,NA,NA
12/07/2014,01:01:15,Fight,2014-00017721530,Ball State University,NA,NA,NA
12/07/2014,01:01:15,Fight,2014-00017721530,Ball State University,NA,NA,NA
12/07/2014,18:48:48,Theft,2014-000177551600,Ball State University,NA,NA,NA
12/08/2014,13:11:27,Theft,2014-000177901109,Ball State University,NA,NA,NA
12/08/2014,21:35:50,Drug Investigation,2014-000178141515,Ball State University,NA,NA,NA
12/09/2014,11:00:01,Theft,2014-000178351101,Ball State University,NA,NA,NA
12/09/2014,20:12:22,Theft,2014-000178521600,Ball State University,NA,NA,NA
12/09/2014,23:25:00,Drug Investigation,2014-000178611515,Ball State University,NA,NA,NA
12/10/2014,08:59:08,Criminal Mischief,2014-00017874304,Ball State University,NA,NA,NA
12/11/2014,03:13:31,Criminal Mischief,2014-000179141221,Ball State University,NA,NA,NA
12/11/2014,10:47:35,Theft,2014-000179271313,Ball State University,NA,NA,NA
12/11/2014,21:57:53,Criminal Mischief,2014-000179681504,Ball State University,NA,NA,NA
12/12/2014,08:51:25,Criminal Mischief,2014-000179911501,Ball State University,NA,NA,NA
12/12/2014,09:55:32,Theft,2014-000179951329,Ball State University,NA,NA,NA
12/12/2014,14:46:19,Theft,2014-000180131524,Ball State University,NA,NA,NA
12/12/2014,16:10:09,Theft,2014-00018016121,Ball State University,NA,NA,NA
12/16/2014,22:39:34,Drug Investigation,2014-000182431200,Ball State University,NA,NA,NA
12/16/2014,22:39:34,Drug Investigation,2014-000182431200,Ball State University,NA,NA,NA
12/16/2014,22:39:34,Drug Investigation,2014-000182431200,Ball State University,NA,NA,NA
12/17/2014,14:57:13,Theft,2014-000182661101,Ball State University,NA,NA,NA
12/18/2014,14:07:01,Counterfeit,2014-000183011101,Ball State University,NA,NA,NA
12/19/2014,00:24:06,Fight,2014-000183301606,Ball State University,NA,NA,NA
12/20/2014,02:19:25,Intoxicated Person,2014-00018381,Ball State University,NA,NA,NA
12/20/2014,22:35:19,Suspicious Activity,2014-000184111325,Ball State University,NA,NA,NA
12/22/2014,18:08:39,Residential Entry,2014-00018472925,Ball State University,NA,NA,NA
12/22/2014,18:08:39,Residential Entry,2014-00018472925,Ball State University,NA,NA,NA
12/23/2014,02:03:53,Intoxicated Person,2014-00018482,Ball State University,NA,NA,NA
12/23/2014,05:26:53,Resisting Law Enforcement,2014-00018486,Ball State University,NA,NA,NA
12/24/2014,08:48:16,Burglary,2014-000185341425,Ball State University,NA,NA,NA
12/24/2014,09:43:05,Burglary,2014-000185361421,Ball State University,NA,NA,NA
12/24/2014,16:32:33,Burglary,2014-000185421420,Ball State University,NA,NA,NA
12/28/2014,02:10:50,Criminal Mischief,2014-00018645905,Ball State University,NA,NA,NA
12/28/2014,16:38:40,Burglary,2014-000186592000,Ball State University,NA,NA,NA
12/28/2014,19:53:04,Burglary,2014-00018669215,Ball State University,NA,NA,NA
12/29/2014,00:01:58,Burglary,2014-000186792001,Ball State University,NA,NA,NA
12/29/2014,01:10:35,Burglary,2014-00018680206,Ball State University,NA,NA,NA
12/29/2014,16:20:11,Suspicious Activity,2014-00018700,Ball State University,NA,NA,NA
12/30/2014,05:57:37,Trespass,2014-00018723901,Ball State University,NA,NA,NA
01/01/2015,20:27:44,Drug Investigation,2015-000000391700,Ball State University,NA,NA,NA
01/02/2015,22:39:50,Theft,2015-00000084100,Ball State University,NA,NA,NA
01/04/2015,06:13:23,Criminal Mischief,2015-000001481413,Ball State University,NA,NA,NA
01/06/2015,15:50:14,Theft,2015-000002752120,Ball State University,NA,NA,NA
01/07/2015,20:47:55,Theft,2015-000003342001,Ball State University,NA,NA,NA
01/07/2015,23:31:31,Theft,2015-000003371600,Ball State University,NA,NA,NA
01/08/2015,07:48:37,Theft,2015-000003482111,Ball State University,NA,NA,NA
01/08/2015,08:24:30,Theft,2015-000003511123,Ball State University,NA,NA,NA
01/08/2015,15:51:31,Threats,2015-000003763200,Ball State University,NA,NA,NA
01/09/2015,02:02:35,Suspicious Activity,2015-00000407,Ball State University,NA,NA,NA
01/09/2015,02:02:35,Suspicious Activity,2015-00000407,Ball State University,NA,NA,NA
01/09/2015,02:02:35,Suspicious Activity,2015-00000407,Ball State University,NA,NA,NA
01/09/2015,02:50:42,Intoxicated Person,2015-00000410,Ball State University,NA,NA,NA
01/10/2015,00:57:46,Intoxicated Person,2015-000004751515,Ball State University,NA,NA,NA
01/10/2015,01:34:37,Assault,2015-000004781320,Ball State University,NA,NA,NA
01/11/2015,11:03:58,Theft,2015-000005461600,Ball State University,NA,NA,NA
01/12/2015,11:06:47,TheftUnfounded,2015-000005871101,Ball State University,NA,NA,NA
01/12/2015,15:39:03,Theft,2015-000006022111,Ball State University,NA,NA,NA
01/14/2015,16:32:22,Noise Complaint,2015-000007171017,Ball State University,NA,NA,NA
01/16/2015,02:58:16,Fight,2015-00000816409,Ball State University,NA,NA,NA
01/16/2015,12:36:44,Theft,2015-00000837,Ball State University,NA,NA,NA
01/16/2015,20:28:53,Drug Investigation,2015-000008731515,Ball State University,NA,NA,NA
01/16/2015,22:14:55,Drug Investigation,2015-000008771601,Ball State University,NA,NA,NA
01/17/2015,00:42:56,Criminal Mischief,2015-00000888828,Ball State University,NA,NA,NA
01/17/2015,05:37:11,Intoxicated Driver,2015-000008991600,Ball State University,NA,NA,NA
01/17/2015,05:37:11,Intoxicated Driver,2015-000008991600,Ball State University,NA,NA,NA
01/17/2015,05:37:11,Intoxicated Driver,2015-000008991600,Ball State University,NA,NA,NA
01/17/2015,22:04:22,Drug Investigation,2015-000009321400,Ball State University,NA,NA,NA
01/18/2015,00:22:09,Intoxicated Person,2015-000009411101,Ball State University,NA,NA,NA
01/18/2015,00:22:09,Intoxicated Person,2015-000009411101,Ball State University,NA,NA,NA
01/18/2015,00:57:14,Drug Investigation,2015-000009431515,Ball State University,NA,NA,NA
01/18/2015,00:57:14,Drug Investigation,2015-000009431515,Ball State University,NA,NA,NA
01/18/2015,01:20:38,Intoxicated Person,2015-000009441401,Ball State University,NA,NA,NA
01/18/2015,02:10:46,Intoxicated Person,2015-000009471515,Ball State University,NA,NA,NA
01/19/2015,16:00:43,Drug Investigation,2015-00001017315,Ball State University,NA,NA,NA
01/19/2015,22:37:19,Assault,2015-000010391515,Ball State University,NA,NA,NA
01/19/2015,23:29:24,Theft,2015-000010401810,Ball State University,NA,NA,NA
01/21/2015,19:11:49,Theft,2015-000011411200,Ball State University,NA,NA,NA
01/21/2015,20:33:30,Drug Investigation,2015-000011531601,Ball State University,NA,NA,NA
01/22/2015,17:44:24,Disturbance Domestic,2015-000012042909,Ball State University,NA,NA,NA
01/23/2015,21:41:33,Drug Investigation,2015-000012881400,Ball State University,NA,NA,NA
01/24/2015,01:56:27,Intoxicated Driver,2015-00001306,Ball State University,NA,NA,NA
01/24/2015,01:56:27,Intoxicated Driver,2015-00001306,Ball State University,NA,NA,NA
01/25/2015,00:12:14,Drug Investigation,2015-000013591500,Ball State University,NA,NA,NA
01/25/2015,00:12:14,Drug Investigation,2015-000013591500,Ball State University,NA,NA,NA
01/25/2015,01:26:18,Residential Entry,2015-00001369520,Ball State University,NA,NA,NA
01/25/2015,01:26:18,Residential Entry,2015-00001369520,Ball State University,NA,NA,NA
01/25/2015,01:26:18,Residential Entry,2015-00001369520,Ball State University,NA,NA,NA
01/25/2015,02:18:57,Suspicious Activity,2015-000013721601,Ball State University,NA,NA,NA
01/25/2015,02:18:57,Suspicious Activity,2015-000013721601,Ball State University,NA,NA,NA
01/25/2015,09:07:06,Criminal Mischief,2015-000013861711,Ball State University,NA,NA,NA
01/26/2015,12:05:12,Criminal Mischief,2015-000014471301,Ball State University,NA,NA,NA
01/26/2015,15:47:00,Harassment,2015-000014571600,Ball State University,NA,NA,NA
01/27/2015,11:02:56,Burglary,2015-000015032200,Ball State University,NA,NA,NA
01/27/2015,22:19:58,TheftUnfounded,2015-000015442001,Ball State University,NA,NA,NA
01/28/2015,04:29:42,Suspicious Activity,2015-000015531301,Ball State University,NA,NA,NA
01/28/2015,07:15:37,Theft,2015-00001556118,Ball State University,NA,NA,NA
01/30/2015,10:48:10,Criminal Mischief,2015-000016901515,Ball State University,NA,NA,NA
01/30/2015,20:27:04,Harassment,2015-000017151500,Ball State University,NA,NA,NA
01/31/2015,02:58:23,Fight,2015-00001739,Ball State University,NA,NA,NA
01/31/2015,02:58:23,Fight,2015-00001739,Ball State University,NA,NA,NA
01/31/2015,03:33:42,Suspicious Activity,2015-000017403000,Ball State University,NA,NA,NA
01/31/2015,03:33:42,Suspicious Activity,2015-000017403000,Ball State University,NA,NA,NA
01/31/2015,16:56:00,Sex Offense,2015-000017522401,Ball State University,NA,NA,NA
02/01/2015,14:06:43,Theft,2015-00001810108,Ball State University,NA,NA,NA
02/03/2015,22:20:16,Drug Investigation,2015-000019591515,Ball State University,NA,NA,NA
02/04/2015,22:36:46,Trespass,2015-000020041601,Ball State University,NA,NA,NA
02/05/2015,19:12:49,Fight,2015-000020401515,Ball State University,NA,NA,NA
02/05/2015,21:07:14,Theft,2015-000020431700,Ball State University,NA,NA,NA
02/05/2015,21:55:26,Drug Investigation,2015-000020451601,Ball State University,NA,NA,NA
02/06/2015,02:31:46,Intoxicated Person,2015-000020551601,Ball State University,NA,NA,NA
02/06/2015,22:13:32,Robbery,2015-00002105905,Ball State University,NA,NA,NA
02/06/2015,22:13:32,Robbery,2015-00002105905,Ball State University,NA,NA,NA
02/06/2015,22:13:32,Robbery,2015-00002105905,Ball State University,NA,NA,NA
02/06/2015,22:13:32,Robbery,2015-00002105905,Ball State University,NA,NA,NA
02/06/2015,22:13:32,Robbery,2015-00002105905,Ball State University,NA,NA,NA
02/08/2015,00:17:44,Intoxicated Person,2015-000021482001,Ball State University,NA,NA,NA
02/08/2015,03:10:28,Intoxicated Person,2015-000021651401,Ball State University,NA,NA,NA
02/08/2015,04:16:40,Intoxicated Person,2015-000021701601,Ball State University,NA,NA,NA
02/11/2015,07:53:27,Drug Investigation,2015-00002355801,Ball State University,NA,NA,NA
02/12/2015,17:35:56,Drug Investigation,2015-000024391601,Ball State University,NA,NA,NA
02/12/2015,22:12:10,Drug Investigation,2015-000024591515,Ball State University,NA,NA,NA
02/13/2015,00:04:26,Dating Violence,2015-000024631515,Ball State University,NA,NA,NA
02/14/2015,11:55:09,Disturbance Domestic,2015-000025571910,Ball State University,NA,NA,NA
02/15/2015,00:14:48,Drug Investigation,2015-000025891400,Ball State University,NA,NA,NA
02/15/2015,01:47:22,Fight,2015-000025931601,Ball State University,NA,NA,NA
02/15/2015,01:47:22,Fight,2015-000025931601,Ball State University,NA,NA,NA
02/16/2015,16:05:44,Theft,2015-000026652103,Ball State University,NA,NA,NA
02/16/2015,16:24:45,BurglaryUnfounded,2015-000026672111,Ball State University,NA,NA,NA
02/20/2015,10:20:30,Identity Deception,2015-00002885527,Ball State University,NA,NA,NA
02/21/2015,03:00:32,Intoxicated Person,2015-00002943506,Ball State University,NA,NA,NA
02/21/2015,23:48:10,Intoxicated Person,2015-00002984,Ball State University,NA,NA,NA
02/22/2015,01:57:36,Fight,2015-00002992,Ball State University,NA,NA,NA
02/22/2015,01:57:36,Fight,2015-00002992,Ball State University,NA,NA,NA
02/22/2015,14:08:40,Theft,2015-000030091699,Ball State University,NA,NA,NA
02/23/2015,21:20:46,Assault,2015-000031031600,Ball State University,NA,NA,NA
02/24/2015,14:55:46,Theft,2015-000031331700,Ball State University,NA,NA,NA
02/24/2015,23:41:00,Harassment,2015-000031661601,Ball State University,NA,NA,NA
02/27/2015,13:41:15,Theft,2015-00003334409,Ball State University,NA,NA,NA
03/03/2015,19:55:36,Suspicious Activity,2015-000035152001,Ball State University,NA,NA,NA
03/08/2015,01:07:00,Intoxicated Person,2015-000036672015,Ball State University,NA,NA,NA
03/10/2015,17:25:50,Theft,2015-000038191800,Ball State University,NA,NA,NA
03/11/2015,12:46:50,Theft,2015-00003854200,Ball State University,NA,NA,NA
03/11/2015,14:09:51,Theft,2015-000038644313,Ball State University,NA,NA,NA
03/11/2015,23:54:00,Assault,2015-000038931601,Ball State University,NA,NA,NA
03/12/2015,16:27:33,Suspicious Activity,2015-000039262100,Ball State University,NA,NA,NA
03/12/2015,16:27:33,Suspicious Activity,2015-000039262100,Ball State University,NA,NA,NA
03/12/2015,17:46:06,Theft,2015-000039301550,Ball State University,NA,NA,NA
03/12/2015,23:31:02,Criminal Mischief,2015-000039493014,Ball State University,NA,NA,NA
03/13/2015,00:26:35,Drug Investigation,2015-000039531601,Ball State University,NA,NA,NA
03/13/2015,16:47:56,Burglary,2015-000039883448,Ball State University,NA,NA,NA
03/13/2015,22:14:12,Assault,2015-000040022017,Ball State University,NA,NA,NA
03/14/2015,22:10:44,Drug Investigation,2015-000040581515,Ball State University,NA,NA,NA
03/15/2015,00:22:18,Assault,2015-00004068200,Ball State University,NA,NA,NA
03/15/2015,00:22:18,Assault,2015-00004068200,Ball State University,NA,NA,NA
03/15/2015,00:22:18,Assault,2015-00004068200,Ball State University,NA,NA,NA
03/15/2015,01:19:12,Intoxicated Person,2015-000040741550,Ball State University,NA,NA,NA
03/15/2015,03:09:00,Intoxicated Person,2015-000040801606,Ball State University,NA,NA,NA
03/15/2015,04:32:22,Assault,2015-00004083113,Ball State University,NA,NA,NA
03/16/2015,23:28:25,Drug Investigation,2015-000041723432,Ball State University,NA,NA,NA
03/18/2015,16:10:05,Theft,2015-000042732100,Ball State University,NA,NA,NA
03/18/2015,17:04:51,Burglary,2015-000042831313,Ball State University,NA,NA,NA
